transaction_amount,wallet_age_days,transaction_frequency,unique_recipients,unique_senders,avg_transaction_amount,amount_deviation,recipient_is_new,rapid_transaction_flag,suspicious_interaction_count,is_fraud
0.061045963651408644,1285,28,10,7,0.013972150331143518,0.29869180988915556,0,0,1,0
1.4570733988268427,682,45,12,19,0.632790259585182,0.7950702715558862,0,0,0,0
0.5,18,71,49,2,3.0989741279729888,8.795656045035813,1,1,3,1
0.6766760571219642,313,31,14,13,0.14507879756270897,0.7367812283591699,0,0,1,0
0.5,16,126,27,2,0.3549910600249239,2.6874574490384218,1,0,12,1
0.2421185851424566,512,8,20,12,0.008771006916220991,1.252164401249331,0,0,1,0
0.2652996431925321,367,40,3,1,0.010124168033387169,0.7233485289271588,0,0,0,0
0.30253045436561354,620,19,3,15,0.017191453299517344,0.2541064465833327,0,0,0,0
2.3078463403715173,21,106,76,1,5.271112892121767,7.951290290819676,1,1,7,1
0.6269246438883879,1343,22,7,21,0.30316612661042863,1.4516437813583325,1,0,0,0
0.05911718817835568,1302,14,16,4,0.03888483851886825,0.6554224390644585,1,0,1,0
0.5737024804786159,1272,47,16,4,0.33476694252877137,1.9343565459683498,0,1,0,0
0.9322929970591488,1380,5,5,21,0.20763122900880868,0.27888899468426476,1,0,2,0
0.9983987186377353,892,47,1,4,0.0184324436586786,0.31716002991834435,0,0,0,0
0.7108889013113904,1496,10,27,17,0.43476957252943055,1.7704203869423318,0,0,2,0
0.5123363810539973,1312,49,12,23,0.26897695296225715,0.20357862300868224,0,0,0,0
0.2431459660493468,1203,42,18,7,2.437739431709252,1.251079294467195,0,0,2,0
0.6179706380335598,587,21,10,19,0.06714882393668055,1.5195413950423555,0,0,1,0
0.26552924991185595,98,41,7,2,0.005064919888490277,0.5848660819267029,0,0,2,0
0.02528308840597974,1476,31,16,23,0.49562483618159875,1.5045065535664106,0,0,0,0
0.8261657864064383,520,36,29,14,0.34661393598345797,0.26181387369474796,1,0,0,0
0.13289262985009007,1581,36,23,21,0.22153425312782782,1.048501167171149,1,0,2,0
0.009200422291350013,1287,46,11,10,0.5974043910763619,0.3892266213509856,0,0,1,0
1.8495938357397796,8,49,48,4,3.989505127685722,4.840924698787435,1,0,10,1
0.29004542129269917,178,12,18,3,0.13521001918129547,1.33558082979804,1,0,0,0
0.11108431699845904,171,28,20,19,0.26539530652975557,0.6728929228410216,0,1,1,0
0.6106258569092443,1072,8,17,17,0.24075570704592694,0.28789659662978107,0,0,2,0
0.30291381554346425,1019,44,4,10,0.15411243702370786,0.3748272028810673,1,0,2,0
1.342316171793108,145,32,3,4,1.182498631790621,1.5524069345346638,0,0,1,0
0.10273352268225353,968,1,8,11,0.10761892868962862,0.5646847638634647,0,0,0,0
0.4431177316238579,1281,1,6,3,0.8475441288661708,0.5670944530227378,0,0,2,0
0.5227223694802878,276,23,5,11,0.827784123043684,0.7477869232663985,0,0,1,0
1.3561449216118886,456,8,28,11,0.03240342558447847,0.004827508801952929,0,0,0,0
0.695030319049337,534,16,6,23,0.1091147621660791,1.0230135046931956,1,0,2,0
0.22262740415425336,1778,1,2,6,0.2829155566507155,1.1991478086795324,0,0,1,0
0.36563328435297365,1323,10,7,23,0.13053956233723743,0.013951870570120262,0,0,2,0
0.6752949197622926,11,160,94,0,0.2624606111390543,7.134234864517026,1,1,6,1
0.3343519918938111,407,42,23,4,0.10163469122336384,0.7001892326884886,0,0,1,0
0.40204045153745127,1663,41,8,15,0.2862428316034906,0.5093432710942385,0,0,2,0
0.1790262082141199,106,1,16,3,0.09850647728900573,1.848331130578925,0,0,2,0
0.16071985741875233,852,46,3,9,0.6575776265796428,0.7977321613222634,0,0,0,0
0.39275035411896236,813,21,23,15,0.10567436069369276,0.1728514011931812,0,0,2,0
0.7043745737692917,240,12,3,19,0.9270369761759497,1.1038720944933185,1,0,2,0
0.5158195008600444,1298,49,17,17,0.18376942719324085,1.4360061933719648,0,0,2,0
1.375418089144529,613,1,12,12,0.1500101238758896,0.40289991266255787,0,1,0,0
0.21170676724698143,554,10,12,14,0.12118913186835807,0.6259381203104519,0,0,2,0
0.5,9,192,67,1,2.110722180478999,8.08247026232632,1,1,16,1
1.2114834675295005,1593,18,13,7,0.3636173591553596,0.20563538845820162,0,0,1,0
0.3441194749736848,163,5,26,15,0.9666665533301121,0.6523942376132976,0,0,2,0
3.3597820807618857,762,2,13,13,0.19625126254934555,0.7528779562525778,1,0,0,0
1.2787346789228131,1284,34,13,10,0.34127584080459855,1.3813882079169326,0,0,2,0
0.18834808803283204,1066,25,5,19,0.24804581711079687,0.12426237039577326,0,0,2,0
0.08219862551402465,427,36,3,10,0.5820374346918674,0.6029995517020106,0,0,0,0
2.095154769341188,1505,22,29,14,0.4671946070887192,0.7850628293564295,1,0,2,0
0.020580421649504535,957,17,9,17,0.8329212471657347,0.8045567443471124,0,0,2,0
1.3809608237564845,765,22,2,9,0.4826462519516567,0.5543463455410269,0,0,1,0
0.2167084355378382,1045,36,18,14,0.2134682099147321,0.5858537193661599,1,1,1,0
0.7410533751194,19,33,39,4,0.1,6.3236787460827175,0,1,10,1
1.6537774897341835,1553,12,20,14,0.1133081223220006,1.6419187722730606,1,0,0,0
2.9741939371885464,15,74,97,2,2.398191394307692,3.1046842357229636,0,0,8,1
0.09641101431927608,1714,43,12,23,0.3438061545595428,0.6713552871177308,0,0,0,0
0.34490939120805053,1267,47,27,13,0.7064879008440482,1.6751081500859972,0,0,1,0
0.3999914802101498,1463,31,24,24,0.08511470036646017,0.1824550427924565,0,0,1,0
0.3649215048235608,529,6,11,10,0.005969171406972231,1.8932916962314656,0,0,1,0
0.2297882267765736,1247,9,14,7,0.05689964630631437,0.6230650570906902,0,0,2,0
0.21579202945019085,482,25,1,22,0.0381404177338894,0.7012849292488421,0,1,0,0
1.1826935506050371,1608,2,28,17,0.2322670943970826,0.18864895331310838,0,0,0,0
1.9059406740334897,1,47,10,2,0.7129593869227181,4.6902078171404655,1,0,5,1
0.350477588684342,1730,33,6,9,0.7426384295462947,1.275752214196334,1,0,2,0
0.16397532718119825,1604,43,28,16,0.4030703442532473,0.4303929610789914,0,0,1,0
1.157628561528927,1633,10,10,1,0.3823976334004227,0.9047492033124525,0,0,1,0
1.331803901405267,8,169,10,2,1.0955449345230923,6.091259405029136,1,1,9,1
0.7287626295557289,915,35,2,18,0.0207610489083448,0.595931722840672,1,0,1,0
0.2921872099519876,329,19,28,20,0.4493118494663625,0.5205321028529204,1,0,0,0
0.31179348664161927,1272,26,7,24,0.140017194920222,0.5376405635733292,1,1,2,0
1.4308948440185596,14,97,81,1,3.965000583829758,9.426920334244544,1,1,5,1
0.9715119718486375,892,35,29,22,0.17591554669061327,0.9838235755501903,0,1,0,0
0.25017524501819777,807,13,9,2,0.0440057931036408,1.3848550274343434,0,1,0,0
0.2920510971274205,1135,12,26,20,0.13356690014102923,0.25715957838021586,1,0,1,0
0.017053769928918966,1256,26,2,20,0.3401491269050745,1.290703705565788,1,1,0,0
0.9757349871303201,1560,43,18,11,0.42557584727336284,1.5561887900904579,0,0,1,0
0.18385284366564467,654,31,1,1,0.04317681686666433,0.6350369252600989,0,1,2,0
1.8664853198210918,1422,43,17,7,0.3520779275044227,0.6320047370939832,1,0,2,0
0.04463887134224664,1636,9,5,4,0.11409636920346727,1.9370987633440782,0,1,0,0
1.9341212082974455,1355,13,7,17,0.31695010033979504,0.8304809375574529,1,0,0,0
0.09766009881197293,1657,17,16,13,0.028008643455532153,0.18216154554136343,1,0,1,0
0.18064245297964288,1314,24,25,24,0.18754005854957312,0.3153466241590026,0,0,2,0
1.5393757713408174,2,190,40,4,0.1,7.114254918395926,1,1,11,1
0.695508844864037,1714,30,13,16,0.2503042288490044,1.5567655958724607,0,0,1,0
0.04247795249171184,1058,30,19,5,0.2039364432549823,1.709833183053885,1,1,2,0
0.989685259238518,1020,9,28,4,0.17308334150120566,1.3866970984992495,0,0,2,0
0.08355880520494449,1542,3,4,7,0.11288530153904769,0.22190261949498824,1,1,0,0
0.8290937348668062,847,27,2,5,0.21255177675596718,0.3221972952928438,0,0,1,0
3.5481872603666993,29,28,55,2,2.3773347232368387,5.203471748378369,1,0,5,1
0.11252792555119295,1727,24,2,21,0.2886886885628297,1.9069586489651904,1,0,2,0
0.2989405367977729,196,16,5,7,0.12090532520799287,1.1697680679382936,0,0,0,0
0.4218567781930715,1522,25,9,6,0.5775288571366878,0.23836143846472657,0,0,1,0
1.4212971527639204,988,43,14,18,0.2310443897818693,1.3579458240114126,0,0,2,0
0.5642529664908359,915,8,21,21,0.1545162222609263,0.49497082961415506,1,0,1,0
0.4170643356748471,1717,44,15,3,1.0896760894191906,1.7203708868710383,0,0,1,0
0.021234049223217102,983,36,8,2,0.042195118239037474,0.23067023322013558,0,0,1,0
0.46192695960924957,1681,17,4,5,0.059496370554984496,1.7967998561416836,0,0,1,0
0.7834544022810765,1290,2,6,14,0.10904166716130322,1.065454525624981,0,0,2,0
0.12098013849627498,1342,46,22,6,0.6356393349303051,0.9192482073780484,1,0,0,0
1.0597761726074084,686,11,15,14,0.6793798476169752,0.27081883130778905,0,0,2,0
0.4298398992553327,559,47,28,2,2.6312626770301617,0.7533452402002931,0,0,1,0
0.1328512498118268,138,41,11,23,0.2638236108366233,0.6446465219744055,0,0,2,0
8.601217650697373,24,34,69,0,7.379216153182734,8.632627806365061,0,1,4,1
0.27212857134677504,1408,49,5,12,0.029881199446749798,0.0031816530315473823,1,0,0,0
1.5151867706575033,1469,33,13,23,0.14095000559234505,0.5287951125889496,0,0,1,0
0.03228328516165735,537,9,9,2,0.3520728044617486,1.8025824751876824,0,0,0,0
0.4752020097956864,821,33,14,5,0.7627453570457714,1.0511193903477183,0,0,2,0
0.3494574108006709,134,6,29,24,0.0063829035971861795,1.5729010243551869,0,0,0,0
0.0829937551997273,500,46,11,23,0.09988203370181045,0.6608289419051616,1,0,2,0
0.5,4,152,34,2,0.3323316549171611,5.5095589458529854,0,1,16,1
0.3698394193886335,1610,18,20,6,1.5350102247744957,0.08388919200171552,0,0,1,0
0.13275651870097746,447,17,4,23,0.17606816647752319,1.7918830292946086,0,0,2,0
1.5563993625021026,163,21,5,21,0.08684072008933112,1.5555906658081142,0,0,1,0
1.6061697899120482,0,195,37,0,5.372033916099853,7.69515511294022,1,1,16,1
0.387549950983086,395,18,12,7,1.2554909175309192,0.45678867617130403,1,0,1,0
0.12379522907239858,791,34,10,1,1.00500998658082,1.4795042219768504,1,0,0,0
0.6494400171862972,896,17,1,5,0.08271564226943547,1.2365675605908968,0,0,2,0
1.4868438967534654,1610,9,23,20,0.7465496213007491,0.8116978008042919,0,0,1,0
0.2505066681426538,948,30,2,3,1.04649119108793,0.4141886843316134,0,0,0,0
1.340785011432452,1064,13,16,1,0.046758665650898854,0.8397208520529196,1,0,0,0
0.1851476036529416,1045,25,17,3,0.1292121189301833,0.38463562560798614,0,0,2,0
0.21895966579705825,1762,36,28,6,0.17475948168630004,1.208701272608043,0,0,1,0
0.23184282527364852,332,48,24,5,1.0847881815772367,1.044202370412599,1,0,0,0
0.019868503306108905,623,41,26,12,0.9851421938970246,1.3012378308449963,0,0,2,0
1.6395525883293411,999,28,27,14,1.4726778922441435,1.1598903489767722,1,0,0,0
1.0071854133244185,761,24,18,5,0.21865338482989555,0.8474500802369112,0,0,0,0
0.8673651739398308,1046,37,12,7,0.7716160066437184,0.8169201145911085,1,0,1,0
0.4162877148006566,1186,5,20,5,0.11515572392711278,0.9255320447823403,1,0,0,0
0.18185202687856586,880,17,29,1,0.04727438051529404,0.13015441510959502,1,0,1,0
0.001831505994527427,1481,43,22,4,0.538306240295832,0.4702870197972957,0,0,0,0
1.1218445618418789,1300,34,14,4,0.012635325017784383,1.1732088166169623,0,0,1,0
0.09348062598870821,1182,10,5,7,0.3709820452606709,0.8906097492911733,0,0,1,0
1.5846985023009577,589,28,10,6,0.5877087389721493,1.944711629468653,0,0,1,0
1.606832467643761,1290,24,25,4,0.7733814905826428,1.1393442669579563,0,0,2,0
0.023781924878204273,1360,38,21,3,0.6133069601712801,0.04947781507576621,0,0,2,0
0.06707996070995724,599,2,14,20,1.1564915820302444,1.2166021372341984,0,0,0,0
0.19796196036348662,718,36,11,21,0.5889650940384705,0.6119487064045779,0,0,0,0
1.0486013336471662,713,43,10,4,0.3996468466922916,1.8157956399401145,1,0,0,0
0.14962154537418512,1474,37,10,18,0.4238861299403717,0.3092128354831949,0,0,0,0
0.2641409874413363,378,23,11,15,1.2574030859676557,0.15721864705262267,0,0,0,0
3.0069303900405373,13,49,35,1,1.5711611474688068,8.546668498113943,1,1,13,1
0.7552253385052061,5,145,13,1,4.486470748984917,6.483368723523793,1,1,12,1
0.3444472983273892,772,46,11,2,0.27154409530841317,1.2883002492017899,0,1,2,0
1.1659811810955893,225,5,11,11,0.7387064580314563,1.6200313986475756,0,0,1,0
0.4460804398617321,1736,18,26,22,0.41055550399975993,0.1744431855008235,0,0,1,0
0.5,17,23,36,0,0.27299050133614816,3.5111007716641245,1,1,3,1
1.149358737800473,984,40,8,6,0.19590333914104788,0.9531071635828776,1,0,1,0
0.3998601050856734,1570,25,8,1,0.32042321606116075,0.586899940566274,0,0,1,0
0.24565034611195363,394,42,16,17,0.19269906764524924,1.065231232787187,0,0,1,0
0.6474802814583421,1239,5,2,22,0.24354396019455984,1.7911842370026825,0,0,2,0
0.5808068223299941,278,12,22,9,0.21229186220445295,0.2970082580438409,0,0,2,0
2.425112344266253,0,181,68,0,3.40739246615952,5.533882312214413,1,0,14,1
0.49132467053223816,984,39,21,19,0.2899134427676479,0.488282249132141,0,0,1,0
0.26071771373963387,257,5,19,10,0.019120077919775588,0.6335850042000419,0,0,1,0
0.46456340933372936,452,38,5,3,0.002146698447411451,1.8631309042292534,0,0,1,0
0.048599997869304995,1338,25,29,4,0.21977818887880973,0.2246555216952717,0,0,1,0
0.14539193520438395,1677,47,27,10,0.7047476150341921,1.1088305575039747,0,0,2,0
0.38858681584589766,977,34,20,11,0.7900444676930859,0.6153436962478811,0,0,1,0
0.30839783909849694,1747,32,9,17,0.22566575181672685,1.230694745999769,0,0,1,0
0.8624284764176501,1235,39,4,4,1.1780484858461173,0.857377559224787,0,0,2,0
0.11744951559076662,1614,3,17,24,0.20510426940544002,1.0438238605536654,1,0,0,0
0.3206901860632801,1210,12,9,5,0.5464120879781179,0.45821876435976305,0,0,0,0
1.9748453956678413,1130,46,19,13,0.2346735930421927,0.7700059362102083,0,1,0,0
0.2653789067526889,805,32,21,10,0.885159300613045,1.2034314610770285,0,0,1,0
0.3865111536091182,1493,40,23,24,0.18249485266520615,1.2242324683198305,0,0,2,0
0.3525672792049088,1260,24,22,14,0.7808518794592543,0.6457471003540927,0,0,0,0
1.4109227017926973,212,38,22,9,0.001,0.571186526922856,0,0,2,0
0.1813455880670851,686,22,27,11,0.10922969954190564,1.884729693151045,0,0,1,0
0.18828006315827547,1562,22,16,1,0.4651972243874819,0.563243936578202,0,0,2,0
0.3684210463478995,767,39,5,21,0.019197709816714818,0.47227627883352397,0,0,0,0
0.7986536450159809,468,36,15,5,1.2044851876745908,1.125562454972077,0,0,0,0
0.2934210646139482,1138,43,4,11,0.06888315117979968,1.1485482404509708,0,0,2,0
0.5448329615463392,546,4,19,17,0.6350010271278526,0.37919415898817865,1,0,1,0
0.0031997382229143655,1399,18,27,9,0.05439738651960289,0.84957947499344,0,0,2,0
0.24487721217014238,1640,26,12,4,0.7206929843419783,1.9928393523413768,0,0,0,0
1.6088172769255005,10,98,59,1,2.472728034278845,3.3123448059818568,1,1,18,1
0.05111409867466144,1478,8,12,12,0.031129285266388237,1.6154124521881001,0,0,1,0
0.12084211585809954,1093,2,17,6,0.4234482908566626,1.024445279814735,0,1,2,0
1.9973858963480895,25,72,92,1,2.475271689783702,8.445074113649664,1,1,6,1
0.16492136294937923,1530,31,25,4,0.9521408535790375,0.3847845271863586,0,0,0,0
0.7949856251882192,1407,36,26,10,1.0503319361053893,0.51324805550595,0,0,0,0
2.182137734110084,1551,23,27,21,0.1953965328317628,1.6824601912201511,0,0,1,0
0.09910220010425551,1247,44,11,10,0.17772767485798005,0.5395226665584587,0,1,0,0
0.04085258429183495,392,28,4,9,0.5560740465254265,0.9975584959790369,0,0,2,0
0.4679313638308699,1667,25,20,3,0.2033531052647308,1.2577363186652737,0,0,2,0
0.4540657918510815,441,3,11,15,0.09779485614485256,1.509934795211927,1,0,1,0
0.259349833359115,1463,26,9,8,0.5165535202310972,1.675765242515696,0,0,2,0
4.165198150570361,25,144,60,4,0.7581222323249439,6.622722146998711,1,0,16,1
1.369727786285637,1095,47,29,2,1.4009246239710695,0.6631550592807343,0,0,2,0
0.4702001603503519,1159,33,1,18,0.7004450188107283,1.8864837274779303,0,0,0,0
0.04172526355310365,234,8,28,24,1.5243082931175316,0.9325717780039557,1,0,2,0
0.874028904572959,263,49,16,5,0.14886521887468035,0.16012343544117247,1,0,0,0
0.1431372150206084,309,36,23,7,0.7928056506851289,0.2704855179297678,0,0,2,0
0.39316038832314487,844,31,11,15,0.20936398486795507,0.3525970132967906,1,0,0,0
0.28946995891431315,1694,26,6,12,0.4372833555246201,1.6252356274943782,0,0,1,0
0.9537103339422808,1746,48,28,20,1.596904587980285,1.292919736441638,0,1,2,0
0.14724407226616776,360,12,27,9,0.39837270715719697,0.4263886022824124,0,0,0,0
0.016533456674992855,604,32,29,19,1.520571808731769,0.8795656769814086,1,0,1,0
1.1418936993022772,25,162,74,4,4.243495844585845,6.748897081067638,1,0,10,1
0.4827046901619814,1657,13,5,7,0.06577373065856845,0.12281028809506944,0,0,2,0
0.6369615025735597,1221,25,10,23,0.16823395239406544,1.31123947086528,1,1,2,0
0.2577394953237353,1602,27,20,6,1.2516566030679224,1.1298242532368774,0,0,1,0
0.6144692688281089,370,27,3,1,0.15340208178027126,1.261557074525277,0,0,0,0
0.351096913225082,282,36,10,11,0.43056674268996703,0.16608762929112864,0,0,2,0
0.09093085252463616,1657,47,4,3,0.05716978800348804,1.357988960490677,0,0,1,0
0.1735113893730985,862,45,9,5,0.40004850362468825,1.8060561475885204,0,0,0,0
0.4214007935006194,1007,30,25,7,0.35292199829187154,1.9094287353105932,1,0,2,0
0.04699103652250052,1084,37,28,3,0.6693879688577455,0.9591909797111602,1,0,2,0
0.03690706552196081,770,32,24,17,0.3439570263580636,1.0054158083176776,0,0,0,0
0.6707485617017291,482,23,21,2,0.06881590335631708,1.863542415403871,1,0,0,0
0.12668387698482153,1529,49,2,10,0.5441509962168748,0.1236021855591607,0,1,2,0
0.339488609616996,1054,38,11,6,0.11046862072739227,1.292947128243882,1,0,1,0
0.5213804079762832,459,5,17,4,0.1498545979085011,0.6797839950491649,0,0,0,0
3.5345034957214256,2,66,47,0,3.4444080172681932,9.993471790229275,1,1,3,1
0.9640256107544629,639,31,4,9,0.08959883764183885,0.743422211586859,0,0,0,0
0.2648271530456914,1693,10,5,14,0.8732056224364915,0.7392127804484416,0,0,1,0
0.9942647858291114,1738,32,16,23,0.14966244799754,1.6638199245098546,1,0,2,0
0.057713066465519165,763,20,19,3,1.173759950648792,1.2257012069754702,0,0,2,0
0.33891047127677454,1547,4,26,16,1.1923854254217499,1.4234075890907074,1,0,2,0
0.7238365643934406,1634,46,8,5,0.10608197418654464,1.5595197708233859,1,0,1,0
0.6415787249398727,1301,39,22,2,0.5531985004196627,1.8465983653463856,0,0,0,0
0.6131601122250381,465,45,13,1,0.26056173901567914,0.9962340407456016,0,0,0,0
0.203270317391417,414,47,25,4,0.5216618942036609,1.0735634173284914,1,0,1,0
0.2366476652788393,1228,25,29,24,0.3498757704203898,0.4658165605987119,1,0,1,0
0.23994366184364566,878,11,26,23,0.3472817671732673,0.6145704546714073,1,0,1,0
0.715196376538432,1097,44,18,13,0.6802788535456479,0.9682195967890841,0,0,0,0
0.6970392168504508,8,51,35,0,4.4976899138897135,7.609146374389329,0,0,13,1
0.4356453442039596,622,47,19,13,0.5202789937717457,1.771569704705378,0,0,2,0
0.12722513987642767,1511,6,16,17,0.027883850840104415,0.45423575687762874,1,0,2,0
0.097206571640629,190,13,18,21,1.7800406049144106,0.45628864914439426,0,0,0,0
0.30728263731820926,101,6,9,13,0.4412083232104793,0.19254108583755913,1,0,1,0
0.5,22,115,42,0,3.8223842343385006,8.149411916241572,1,0,12,1
1.373946089939274,1253,48,1,12,0.07260874758397,1.7971013954632684,1,0,2,0
0.19673661327106798,613,19,14,23,0.10456971193051422,1.9582953329960386,0,0,0,0
0.2936584538182011,624,36,4,5,0.12806167606378321,0.11461518505691859,1,0,0,0
1.4727857917283345,183,29,5,20,0.05922741855357046,0.5696848592254122,0,0,0,0
4.6173707765051955,26,131,31,2,4.139288401489592,3.0660796565629376,1,0,16,1
0.005887836307241013,166,33,12,21,1.4058824268596943,0.8792341398394978,0,0,1,0
0.537133284692438,1548,8,29,17,0.02678569813764777,1.0160971002734767,1,0,0,0
0.7603978863268138,461,6,20,10,0.4169943817153791,1.5310237941421174,1,0,2,0
0.8956936153662441,865,48,23,16,0.1703030587331982,1.8797939640225252,0,0,0,0
0.9434916819182005,1226,11,6,7,0.15230491704407417,0.7453547217894219,1,0,2,0
0.02577456346178432,612,29,29,5,0.5809874499677615,0.820311614343195,0,0,0,0
0.7582596478962244,197,22,12,8,0.7732462401287197,1.8434583099783435,0,0,0,0
0.03595969222453063,1611,8,19,6,0.35303816015494616,1.413453522498078,0,0,1,0
0.5,20,48,67,2,0.8201401334995216,7.001223713664443,1,1,19,1
0.5,11,186,82,2,0.9779281465902354,5.855116274463825,0,1,12,1
4.5088209674860495,8,147,51,4,1.8720382014803065,9.179409943373496,0,1,12,1
0.009138090203248617,561,7,17,8,0.04158757982082818,1.9416163198342755,0,0,1,0
0.9967773492423739,162,29,16,22,0.0793036753710731,0.3354177703437424,0,0,2,0
1.7740357579350032,1524,28,18,12,0.3244097958829454,1.2831942121046933,0,0,1,0
0.054968625020327705,328,7,27,24,0.08377791113643986,1.9277850454151941,1,1,1,0
0.1003294101183558,346,34,3,18,0.012300893089084322,0.8832350084879372,0,1,2,0
0.17186303907754372,1747,38,15,16,0.23139327501600798,0.6759459328425417,0,0,2,0
0.7008333826570771,622,17,15,20,0.16987079163197327,1.734383355643251,0,0,0,0
1.0911259562007574,441,21,19,18,0.1734268511879113,1.0333713120742212,1,1,1,0
8.933100327450731,16,70,99,1,10.32323210514788,2.328671366404711,1,1,8,1
0.5,0,153,82,3,1.6256216610293128,7.2270301090238975,0,0,4,1
4.418598499614731,24,153,54,1,1.3767821081073348,2.3788240139560726,0,1,6,1
0.04521269384171654,593,22,10,15,0.1940027349625643,0.3682382859232425,0,0,1,0
0.8113636947089958,882,48,24,11,0.007547230460963674,1.7053463280874315,0,0,0,0
0.9561637658070381,375,5,23,10,0.12429459100732221,0.8295649226104667,0,0,0,0
1.438544517946248,100,36,27,16,0.4070248399174425,1.075691859347862,0,0,0,0
0.652184468947754,1601,5,4,23,0.35317642973804697,0.8628577980861853,1,0,1,0
0.8379250179324125,601,5,21,22,0.020988217030084667,0.9219484623100882,0,0,0,0
0.13838063272071474,1405,45,28,5,0.16179810636664663,0.05881015436090542,1,0,1,0
1.4148190680315362,238,41,13,8,0.8028903877186508,1.1155784037288161,1,0,2,0
0.22142639809327813,570,33,10,22,0.8395346605792673,1.5245633691557154,0,0,0,0
0.2726527999652429,1327,35,4,17,1.0131616966864312,1.1061245553891053,0,1,2,0
0.20331137802694857,789,31,13,20,0.7678097267923113,0.241310703620516,0,0,1,0
0.28839245065733043,813,34,28,14,0.9990006696732913,1.5495724708617777,1,0,1,0
0.23285212129259336,115,10,12,18,0.36709423806597785,0.8131857206279729,1,1,2,0
0.4624747976592281,84,15,24,7,0.20086666590974273,1.8591936334855033,1,0,2,0
0.5667921226890091,1220,46,16,24,0.5926854909205257,1.2895978637789185,1,1,0,0
0.06796863579916186,1663,38,21,8,0.5664799969907719,0.3193240870661509,0,0,1,0
0.4401655068179608,1691,13,5,10,0.09962786154633163,1.1815626812722122,1,0,0,0
0.7806367665995838,839,14,2,20,0.07413462660424068,0.427857588690554,1,0,0,0
0.03481220362865055,428,21,10,24,0.2275083299370101,0.5855875116944598,0,0,0,0
0.12990257845869702,1652,40,17,20,0.048845459810372825,0.17639730690813038,0,0,0,0
0.029345764110159756,751,7,26,2,0.5518073931464417,1.1688193541332819,1,0,2,0
0.1424645658403203,578,11,25,18,0.06948874193694597,1.6887912256787847,0,0,0,0
0.8228098766509944,1543,6,14,4,0.3998663330111819,1.9226684526552347,0,0,2,0
1.430004665746944,471,12,6,3,0.9706038056015818,0.04954235126629669,1,0,2,0
0.5095880552100825,333,11,10,13,0.09894958667121342,1.7445347672063092,0,0,1,0
0.9166247540494243,17,117,26,2,9.606060055376062,6.704248719777792,1,0,14,1
0.5176160301193583,1394,42,2,12,0.4599609845799412,0.28962910943317133,0,1,0,0
7.09391614521421,10,42,80,0,2.0737202797887084,6.999579527008822,1,1,14,1
0.15894378127310055,719,34,21,14,0.5139171711937942,0.9894708148043403,0,1,0,0
0.3313312823343072,804,25,11,8,0.652144152333213,0.8718962960806305,1,0,2,0
0.3496556702805214,1736,39,4,7,1.8423884729559512,1.2535616043085507,0,0,1,0
0.3584950451087789,1161,1,9,24,0.00813113987472057,1.0463065469344905,0,0,1,0
0.4405273574731803,390,27,29,20,0.1778796818678674,0.7200782621940209,1,0,1,0
0.15018050313172662,1027,3,27,22,1.1873023378594387,1.055849891564052,0,0,0,0
0.7926417040715162,1463,12,12,15,0.02770704762919898,0.585982952222095,0,0,0,0
0.11830862329469546,1210,31,28,4,0.03702038462571965,0.9172251504473043,1,0,2,0
0.3447070222438082,393,26,28,3,0.2723810633739759,0.4505463649988084,0,0,0,0
